name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,19,33.476,33.27,-0.61537,0.972,0.972,0,52.435,52.892,0.87156
Case_1-01,gauss,multilevel_tresholding,0.7,19,33.476,33.087,-1.16203,0.972,0.975,0.30864,52.435,54.962,4.8193
Case_1-01,gauss,multilevel_tresholding,1.1,19,33.476,33.476,0,0.972,0.978,0.61728,52.435,56.388,7.53886
Case_1-01,gauss,multilevel_tresholding,1.4,19,33.476,33.433,-0.12845,0.972,0.978,0.61728,52.435,56.887,8.49051
Case_1-01,gauss,multilevel_tresholding,1.7,19,33.476,32.837,-1.90883,0.972,0.976,0.41152,52.435,56.361,7.48737
Case_1-01,gauss,multilevel_tresholding,2,19,33.476,31.892,-4.73175,0.972,0.973,0.10288,52.435,55.139,5.15686
Case_1-01,gauss,multilevel_tresholding,2.3,19,33.476,30.856,-7.8265,0.972,0.97,-0.20576,52.435,54.354,3.65977
Case_1-01,gauss,multilevel_tresholding,2.6,19,33.476,29.856,-10.81372,0.972,0.965,-0.72016,52.435,54.654,4.23191
Case_1-01,gauss,multilevel_tresholding,2.9,19,33.476,28.941,-13.54702,0.972,0.961,-1.13169,52.435,55.392,5.63936
Case_1-02,gauss,multilevel_tresholding,0.4,19,33.482,33.167,-0.9408,0.972,0.971,-0.10288,52.75,54.506,3.32891
Case_1-02,gauss,multilevel_tresholding,0.7,19,33.482,32.786,-2.07873,0.972,0.974,0.20576,52.75,55.664,5.52417
Case_1-02,gauss,multilevel_tresholding,1.1,19,33.482,33.308,-0.51968,0.972,0.977,0.5144,52.75,56.388,6.89668
Case_1-02,gauss,multilevel_tresholding,1.4,19,33.482,33.448,-0.10155,0.972,0.978,0.61728,52.75,57.04,8.1327
Case_1-02,gauss,multilevel_tresholding,1.7,19,33.482,32.941,-1.61579,0.972,0.977,0.5144,52.75,56.421,6.95924
Case_1-02,gauss,multilevel_tresholding,2,19,33.482,31.967,-4.52482,0.972,0.975,0.30864,52.75,55.096,4.44739
Case_1-02,gauss,multilevel_tresholding,2.3,19,33.482,30.837,-7.89977,0.972,0.971,-0.10288,52.75,54.002,2.37346
Case_1-02,gauss,multilevel_tresholding,2.6,19,33.482,29.724,-11.22394,0.972,0.967,-0.5144,52.75,54.143,2.64076
Case_1-02,gauss,multilevel_tresholding,2.9,19,33.482,28.698,-14.28827,0.972,0.962,-1.02881,52.75,54.867,4.01327
Case_1-03,gauss,multilevel_tresholding,0.4,19,33.98,33.716,-0.77693,0.977,0.977,0,49.548,50.604,2.13127
Case_1-03,gauss,multilevel_tresholding,0.7,19,33.98,33.304,-1.98941,0.977,0.978,0.10235,49.548,56.269,13.56462
Case_1-03,gauss,multilevel_tresholding,1.1,19,33.98,33.551,-1.26251,0.977,0.981,0.40942,49.548,57.435,15.9179
Case_1-03,gauss,multilevel_tresholding,1.4,19,33.98,33.716,-0.77693,0.977,0.981,0.40942,49.548,57.806,16.66667
