name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,otsu,0.4,17,40.124,35.381,-11.82086,0.993,0.987,-0.60423,48.578,49.947,2.81815
Case_1-01,gauss,otsu,0.7,17,40.124,36.153,-9.89682,0.993,0.989,-0.40282,48.578,54.173,11.51756
Case_1-01,gauss,otsu,1.1,17,40.124,36.41,-9.25631,0.993,0.99,-0.30211,48.578,56.03,15.34028
Case_1-01,gauss,otsu,1.4,17,40.124,35.631,-11.19779,0.993,0.988,-0.50352,48.578,58.335,20.08522
Case_1-01,gauss,otsu,1.7,17,40.124,34.367,-14.34802,0.993,0.986,-0.70493,48.578,59.029,21.51385
Case_1-01,gauss,otsu,2,17,40.124,32.99,-17.77988,0.993,0.982,-1.10775,48.578,57.146,17.63761
Case_1-01,gauss,otsu,2.3,17,40.124,31.688,-21.02482,0.993,0.977,-1.61128,48.578,54.29,11.75841
Case_1-01,gauss,otsu,2.6,17,40.124,30.527,-23.91835,0.993,0.972,-2.1148,48.578,52.358,7.7813
Case_1-01,gauss,otsu,2.9,17,40.124,29.525,-26.41561,0.993,0.967,-2.61833,48.578,51.763,6.55647
Case_1-02,gauss,otsu,0.4,17,40.294,34.866,-13.47099,0.993,0.986,-0.70493,53.816,48.608,-9.67742
Case_1-02,gauss,otsu,0.7,17,40.294,35.59,-11.67419,0.993,0.989,-0.40282,53.816,47.689,-11.38509
Case_1-02,gauss,otsu,1.1,17,40.294,36.049,-10.53507,0.993,0.99,-0.30211,53.816,46.907,-12.83819
Case_1-02,gauss,otsu,1.4,17,40.294,35.56,-11.74865,0.993,0.989,-0.40282,53.816,48.117,-10.58979
Case_1-02,gauss,otsu,1.7,17,40.294,34.461,-14.4761,0.993,0.987,-0.60423,53.816,51.4,-4.48937
Case_1-02,gauss,otsu,2,17,40.294,33.094,-17.86867,0.993,0.983,-1.00705,53.816,55.507,3.14219
Case_1-02,gauss,otsu,2.3,17,40.294,31.715,-21.29101,0.993,0.979,-1.40987,53.816,55.57,3.25925
Case_1-02,gauss,otsu,2.6,17,40.294,30.449,-24.43292,0.993,0.974,-1.91339,53.816,53.058,-1.4085
Case_1-02,gauss,otsu,2.9,17,40.294,29.343,-27.17774,0.993,0.969,-2.41692,53.816,51.846,-3.66062
Case_1-03,gauss,otsu,0.4,17,40.758,36.423,-10.63595,0.994,0.99,-0.40241,47.54,43.593,-8.30248
Case_1-03,gauss,otsu,0.7,17,40.758,37.184,-8.76883,0.994,0.991,-0.30181,47.54,49.096,3.27303
Case_1-03,gauss,otsu,1.1,17,40.758,37.45,-8.1162,0.994,0.992,-0.20121,47.54,51.396,8.11106
Case_1-03,gauss,otsu,1.4,17,40.758,36.793,-9.72815,0.994,0.991,-0.30181,47.54,52.664,10.77829
Case_1-03,gauss,otsu,1.7,17,40.758,35.671,-12.48099,0.994,0.99,-0.40241,47.54,53.027,11.54186
Case_1-03,gauss,otsu,2,17,40.758,34.415,-15.56259,0.994,0.987,-0.70423,47.54,52.853,11.17585
Case_1-03,gauss,otsu,2.3,17,40.758,33.204,-18.53378,0.994,0.984,-1.00604,47.54,53.197,11.89945
Case_1-03,gauss,otsu,2.6,17,40.758,32.11,-21.21792,0.994,0.981,-1.30785,47.54,54.421,14.47413
Case_1-03,gauss,otsu,2.9,17,40.758,31.157,-23.55611,0.994,0.978,-1.60966,47.54,55.35,16.42827
Case_1-04,gauss,otsu,0.4,17,40.757,36.578,-10.25345,0.995,0.991,-0.40201,53.792,52.493,-2.41486
Case_1-04,gauss,otsu,0.7,17,40.757,37.327,-8.41573,0.995,0.992,-0.30151,53.792,55.086,2.40556
Case_1-04,gauss,otsu,1.1,17,40.757,37.644,-7.63795,0.995,0.993,-0.20101,53.792,55.917,3.9504
Case_1-04,gauss,otsu,1.4,17,40.757,37.093,-8.98987,0.995,0.993,-0.20101,53.792,55.785,3.70501
Case_1-04,gauss,otsu,1.7,17,40.757,36.018,-11.62745,0.995,0.991,-0.40201,53.792,54.992,2.23081
Case_1-04,gauss,otsu,2,17,40.757,34.727,-14.795,0.995,0.989,-0.60302,53.792,54.342,1.02246
Case_1-04,gauss,otsu,2.3,17,40.757,33.435,-17.96501,0.995,0.987,-0.80402,53.792,54.783,1.84228
Case_1-04,gauss,otsu,2.6,17,40.757,32.248,-20.8774,0.995,0.984,-1.10553,53.792,56.208,4.49137
Case_1-04,gauss,otsu,2.9,17,40.757,31.208,-23.4291,0.995,0.98,-1.50754,53.792,57.09,6.13102
Case_1-05,gauss,otsu,0.4,17,40.656,36.5,-10.22235,0.994,0.99,-0.40241,46.334,42.927,-7.35313
Case_1-05,gauss,otsu,0.7,17,40.656,37.281,-8.30136,0.994,0.992,-0.20121,46.334,48.907,5.55316
Case_1-05,gauss,otsu,1.1,17,40.656,37.462,-7.85616,0.994,0.992,-0.20121,46.334,51.661,11.49696
Case_1-05,gauss,otsu,1.4,17,40.656,36.683,-9.77224,0.994,0.991,-0.30181,46.334,52.959,14.29836
