name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,11,35.513,34.958,-1.56281,0.982,0.981,-0.10183,52.735,51.535,-2.27553
Case_1-01,gauss,multilevel_tresholding,0.7,11,35.513,33.993,-4.28012,0.982,0.982,0,52.735,54.39,3.13833
Case_1-01,gauss,multilevel_tresholding,1.1,11,35.513,34.288,-3.44944,0.982,0.983,0.10183,52.735,55.657,5.54091
Case_1-01,gauss,multilevel_tresholding,1.4,11,35.513,34.167,-3.79016,0.982,0.983,0.10183,52.735,56.746,7.60595
Case_1-01,gauss,multilevel_tresholding,1.7,11,35.513,33.456,-5.79225,0.982,0.981,-0.10183,52.735,56.41,6.96881
Case_1-01,gauss,multilevel_tresholding,2,11,35.513,32.445,-8.63909,0.982,0.978,-0.40733,52.735,55.254,4.77671
Case_1-01,gauss,multilevel_tresholding,2.3,11,35.513,31.491,-11.32543,0.982,0.974,-0.81466,52.735,54.214,2.80459
Case_1-01,gauss,multilevel_tresholding,2.6,11,35.513,30.714,-13.51336,0.982,0.971,-1.12016,52.735,53.964,2.33052
Case_1-01,gauss,multilevel_tresholding,2.9,11,35.513,30.111,-15.21133,0.982,0.968,-1.42566,52.735,54.251,2.87475
Case_1-02,gauss,multilevel_tresholding,0.4,11,35.612,34.963,-1.82242,0.982,0.981,-0.10183,54.475,55.269,1.45755
Case_1-02,gauss,multilevel_tresholding,0.7,11,35.612,33.975,-4.59677,0.982,0.982,0,54.475,54.563,0.16154
Case_1-02,gauss,multilevel_tresholding,1.1,11,35.612,34.374,-3.47636,0.982,0.984,0.20367,54.475,55.641,2.14043
Case_1-02,gauss,multilevel_tresholding,1.4,11,35.612,34.405,-3.38931,0.982,0.984,0.20367,54.475,57.233,5.06287
Case_1-02,gauss,multilevel_tresholding,1.7,11,35.612,33.686,-5.40829,0.982,0.982,0,54.475,56.57,3.8458
Case_1-02,gauss,multilevel_tresholding,2,11,35.612,32.584,-8.50275,0.982,0.98,-0.20367,54.475,55.199,1.32905
Case_1-02,gauss,multilevel_tresholding,2.3,11,35.612,31.543,-11.42592,0.982,0.976,-0.611,54.475,53.958,-0.94906
Case_1-02,gauss,multilevel_tresholding,2.6,11,35.612,30.691,-13.81838,0.982,0.973,-0.9165,54.475,53.253,-2.24323
Case_1-02,gauss,multilevel_tresholding,2.9,11,35.612,30.03,-15.67449,0.982,0.97,-1.222,54.475,53.294,-2.16797
Case_1-03,gauss,multilevel_tresholding,0.4,11,36.059,35.633,-1.1814,0.985,0.985,0,51.448,51.239,-0.40624
