name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,gauss,multilevel_tresholding,0.4,7,35.513,34.958,-1.56281,0.982,0.981,-0.10183,52.735,51.535,-2.27553
Case_1-01,gauss,multilevel_tresholding,0.7,7,35.513,33.993,-4.28012,0.982,0.982,0,52.735,54.39,3.13833
Case_1-01,gauss,multilevel_tresholding,1.1,7,35.513,34.276,-3.48323,0.982,0.983,0.10183,52.735,55.662,5.55039
Case_1-01,gauss,multilevel_tresholding,1.4,7,35.513,34.185,-3.73948,0.982,0.983,0.10183,52.735,56.698,7.51493
Case_1-01,gauss,multilevel_tresholding,1.7,7,35.513,33.822,-4.76164,0.982,0.982,0,52.735,56.719,7.55475
Case_1-01,gauss,multilevel_tresholding,2,7,35.513,33.383,-5.9978,0.982,0.98,-0.20367,52.735,56.197,6.5649
Case_1-01,gauss,multilevel_tresholding,2.3,7,35.513,33.02,-7.01996,0.982,0.979,-0.3055,52.735,55.604,5.44041
Case_1-01,gauss,multilevel_tresholding,2.6,7,35.513,32.746,-7.79151,0.982,0.978,-0.40733,52.735,55.049,4.38798
Case_1-01,gauss,multilevel_tresholding,2.9,7,35.513,32.539,-8.3744,0.982,0.977,-0.50916,52.735,54.605,3.54603
Case_1-02,gauss,multilevel_tresholding,0.4,7,35.612,34.963,-1.82242,0.982,0.981,-0.10183,54.475,55.269,1.45755
Case_1-02,gauss,multilevel_tresholding,0.7,7,35.612,33.975,-4.59677,0.982,0.982,0,54.475,54.563,0.16154
Case_1-02,gauss,multilevel_tresholding,1.1,7,35.612,34.357,-3.52409,0.982,0.984,0.20367,54.475,55.591,2.04865
Case_1-02,gauss,multilevel_tresholding,1.4,7,35.612,34.425,-3.33315,0.982,0.984,0.20367,54.475,57.065,4.75447
Case_1-02,gauss,multilevel_tresholding,1.7,7,35.612,34.087,-4.28226,0.982,0.983,0.10183,54.475,56.802,4.27168
Case_1-02,gauss,multilevel_tresholding,2,7,35.612,33.645,-5.52342,0.982,0.982,0,54.475,55.966,2.73704
Case_1-02,gauss,multilevel_tresholding,2.3,7,35.612,33.288,-6.52589,0.982,0.981,-0.10183,54.475,55.058,1.07022
Case_1-02,gauss,multilevel_tresholding,2.6,7,35.612,33.003,-7.32618,0.982,0.98,-0.20367,54.475,54.501,0.04773
Case_1-02,gauss,multilevel_tresholding,2.9,7,35.612,32.787,-7.93272,0.982,0.979,-0.3055,54.475,54.01,-0.8536
Case_1-03,gauss,multilevel_tresholding,0.4,7,36.059,35.633,-1.1814,0.985,0.985,0,51.448,51.239,-0.40624
Case_1-03,gauss,multilevel_tresholding,0.7,7,36.059,34.686,-3.80765,0.985,0.985,0,51.448,55.858,8.57176
Case_1-03,gauss,multilevel_tresholding,1.1,7,36.059,34.629,-3.96572,0.985,0.986,0.10152,51.448,56.434,9.69134
Case_1-03,gauss,multilevel_tresholding,1.4,7,36.059,34.651,-3.90471,0.985,0.986,0.10152,51.448,56.856,10.51158
Case_1-03,gauss,multilevel_tresholding,1.7,7,36.059,34.465,-4.42053,0.985,0.985,0,51.448,57.26,11.29684
Case_1-03,gauss,multilevel_tresholding,2,7,36.059,34.272,-4.95577,0.985,0.985,0,51.448,57.558,11.87607
Case_1-03,gauss,multilevel_tresholding,2.3,7,36.059,34.028,-5.63244,0.985,0.984,-0.10152,51.448,57.754,12.25704
Case_1-03,gauss,multilevel_tresholding,2.6,7,36.059,33.821,-6.20649,0.985,0.983,-0.20305,51.448,57.881,12.50389
Case_1-03,gauss,multilevel_tresholding,2.9,7,36.059,33.666,-6.63635,0.985,0.983,-0.20305,51.448,57.908,12.55637
Case_1-04,gauss,multilevel_tresholding,0.4,7,36.06,35.848,-0.58791,0.986,0.986,0,54.6,55.042,0.80952
Case_1-04,gauss,multilevel_tresholding,0.7,7,36.06,35.495,-1.56683,0.986,0.987,0.10142,54.6,56.756,3.94872
Case_1-04,gauss,multilevel_tresholding,1.1,7,36.06,35.661,-1.10649,0.986,0.988,0.20284,54.6,56.961,4.32418
Case_1-04,gauss,multilevel_tresholding,1.4,7,36.06,35.58,-1.33111,0.986,0.989,0.30426,54.6,56.963,4.32784
Case_1-04,gauss,multilevel_tresholding,1.7,7,36.06,35.258,-2.22407,0.986,0.988,0.20284,54.6,56.943,4.29121
Case_1-04,gauss,multilevel_tresholding,2,7,36.06,34.862,-3.32224,0.986,0.987,0.10142,54.6,57.007,4.40842
Case_1-04,gauss,multilevel_tresholding,2.3,7,36.06,34.554,-4.17637,0.986,0.987,0.10142,54.6,57.183,4.73077
Case_1-04,gauss,multilevel_tresholding,2.6,7,36.06,34.305,-4.86689,0.986,0.986,0,54.6,57.333,5.00549
Case_1-04,gauss,multilevel_tresholding,2.9,7,36.06,34.115,-5.39379,0.986,0.986,0,54.6,57.439,5.19963
Case_1-05,gauss,multilevel_tresholding,0.4,7,36.008,35.672,-0.93313,0.985,0.985,0,51.409,50.721,-1.33829
Case_1-05,gauss,multilevel_tresholding,0.7,7,36.008,35.121,-2.46334,0.985,0.986,0.10152,51.409,54.889,6.76924
Case_1-05,gauss,multilevel_tresholding,1.1,7,36.008,35.131,-2.43557,0.985,0.987,0.20305,51.409,56.52,9.94184
Case_1-05,gauss,multilevel_tresholding,1.4,7,36.008,34.947,-2.94657,0.985,0.986,0.10152,51.409,56.958,10.79383
Case_1-05,gauss,multilevel_tresholding,1.7,7,36.008,34.638,-3.80471,0.985,0.986,0.10152,51.409,57.28,11.42018
Case_1-05,gauss,multilevel_tresholding,2,7,36.008,34.258,-4.86003,0.985,0.985,0,51.409,57.676,12.19047
Case_1-05,gauss,multilevel_tresholding,2.3,7,36.008,33.945,-5.72928,0.985,0.984,-0.10152,51.409,57.857,12.54255
Case_1-05,gauss,multilevel_tresholding,2.6,7,36.008,33.72,-6.35414,0.985,0.983,-0.20305,51.409,58.045,12.90825
Case_1-05,gauss,multilevel_tresholding,2.9,7,36.008,33.539,-6.85681,0.985,0.983,-0.20305,51.409,58.191,13.19224
Case_1-06,gauss,multilevel_tresholding,0.4,7,35.482,34.876,-1.70791,0.985,0.984,-0.10152,54.128,53.816,-0.57641
Case_1-06,gauss,multilevel_tresholding,0.7,7,35.482,33.873,-4.53469,0.985,0.984,-0.10152,54.128,54.776,1.19716
Case_1-06,gauss,multilevel_tresholding,1.1,7,35.482,34.367,-3.14244,0.985,0.986,0.10152,54.128,56.965,5.24128
Case_1-06,gauss,multilevel_tresholding,1.4,7,35.482,34.326,-3.25799,0.985,0.985,0,54.128,57.893,6.95573
Case_1-06,gauss,multilevel_tresholding,1.7,7,35.482,33.977,-4.24159,0.985,0.984,-0.10152,54.128,57.551,6.3239
Case_1-06,gauss,multilevel_tresholding,2,7,35.482,33.567,-5.3971,0.985,0.983,-0.20305,54.128,56.674,4.70367
Case_1-06,gauss,multilevel_tresholding,2.3,7,35.482,33.222,-6.36943,0.985,0.982,-0.30457,54.128,55.862,3.20352
Case_1-06,gauss,multilevel_tresholding,2.6,7,35.482,32.953,-7.12756,0.985,0.982,-0.30457,54.128,55.245,2.06363
Case_1-06,gauss,multilevel_tresholding,2.9,7,35.482,32.745,-7.71377,0.985,0.981,-0.40609,54.128,54.744,1.13804
Case_1-07,gauss,multilevel_tresholding,0.4,7,35.785,35.192,-1.65712,0.987,0.987,0,51.387,49.829,-3.0319
Case_1-07,gauss,multilevel_tresholding,0.7,7,35.785,34.031,-4.9015,0.987,0.986,-0.10132,51.387,54.176,5.42744
Case_1-07,gauss,multilevel_tresholding,1.1,7,35.785,34.425,-3.80048,0.987,0.987,0,51.387,56.293,9.54716
Case_1-07,gauss,multilevel_tresholding,1.4,7,35.785,34.657,-3.15216,0.987,0.987,0,51.387,57.349,11.60216
Case_1-07,gauss,multilevel_tresholding,1.7,7,35.785,34.414,-3.83121,0.987,0.986,-0.10132,51.387,57.238,11.38615
Case_1-07,gauss,multilevel_tresholding,2,7,35.785,34.041,-4.87355,0.987,0.985,-0.20263,51.387,56.944,10.81402
Case_1-07,gauss,multilevel_tresholding,2.3,7,35.785,33.702,-5.82087,0.987,0.984,-0.30395,51.387,56.533,10.01421
Case_1-07,gauss,multilevel_tresholding,2.6,7,35.785,33.441,-6.55023,0.987,0.983,-0.40527,51.387,56.153,9.27472
Case_1-07,gauss,multilevel_tresholding,2.9,7,35.785,33.242,-7.10633,0.987,0.983,-0.40527,51.387,55.925,8.83103
Case_1-08,gauss,multilevel_tresholding,0.4,7,36.215,35.656,-1.54356,0.983,0.983,0,51.919,52.147,0.43915
Case_1-08,gauss,multilevel_tresholding,0.7,7,36.215,34.559,-4.57269,0.983,0.983,0,51.919,56.002,7.86417
Case_1-08,gauss,multilevel_tresholding,1.1,7,36.215,34.677,-4.24686,0.983,0.984,0.10173,51.919,56.174,8.19546
Case_1-08,gauss,multilevel_tresholding,1.4,7,36.215,34.787,-3.94312,0.983,0.985,0.20346,51.919,56.557,8.93315
Case_1-08,gauss,multilevel_tresholding,1.7,7,36.215,34.672,-4.26067,0.983,0.984,0.10173,51.919,56.92,9.63231
Case_1-08,gauss,multilevel_tresholding,2,7,36.215,34.459,-4.84882,0.983,0.984,0.10173,51.919,57.085,9.95011
Case_1-08,gauss,multilevel_tresholding,2.3,7,36.215,34.222,-5.50324,0.983,0.983,0,51.919,57.185,10.14272
Case_1-08,gauss,multilevel_tresholding,2.6,7,36.215,34.029,-6.03617,0.983,0.982,-0.10173,51.919,57.192,10.1562
Case_1-08,gauss,multilevel_tresholding,2.9,7,36.215,33.886,-6.43104,0.983,0.982,-0.10173,51.919,57.205,10.18124
